dc_key,dispatch_date,dispatch_time,location_block,text_general_code
202119002318,2021-01-13,10:52:51,3900 BLOCK CONSHOHOCKEN AV,Thefts
202102003386,2021-01-25,13:39:32,7400 BLOCK BUSTLETON AV,Thefts
202102003396,2021-01-25,14:41:00,7400 BLOCK BUSTLETON AVE,Thefts
202102003418,2021-01-25,17:10:00,7400 BLOCK BUSTLETON AVE,Thefts
202102003577,2021-01-26,17:55:00,7400 BLOCK BUSTLETON AVE,Thefts
202119000283,2021-01-02,19:18:14,4000 BLOCK MONUMENT,Thefts
202105003171,2021-03-12,14:54:03,4100 BLOCK TOWER ST,Theft from Vehicle
202122015145,2021-03-16,11:31:00,29TH  /  YORK ST,Robbery Firearm
202102010236,2021-03-13,19:58:36,5700 BLOCK RISING SUN AV 7,Fraud
202139002195,2021-01-13,16:11:40,N BROAD ST  /  W LEHIGH AV,Robbery Firearm
202125002779,2021-01-14,14:27:28,100 BLOCK W ALLEGHENY AV,Robbery No Firearm
202139007602,2021-02-12,12:33:50,100 BLOCK W SYLVANIA ST,Fraud
202124003192,2021-01-14,11:34:00,2700 BLOCK CASTOR AV,Thefts
202124003206,2021-01-14,12:28:00,2700 BLOCK CASTOR AV,Thefts
202124003193,2021-01-14,12:00:00,2700 BLOCK CASTOR AV,Thefts
202124003315,2021-01-14,18:00:00,2700 BLOCK CASTOR AV,Thefts
202116006929,2021-02-27,16:54:25,5100 BLOCK ARCH ST,Narcotic / Drug Law Violations
202139010635,2021-03-01,05:21:40,3700 BLOCK GERMANTOWN AV,Burglary Non-Residential
202103000299,2021-01-02,20:42:44,700 BLOCK E PASSYUNK AV,Robbery Firearm
202102001824,2021-01-13,17:13:25,7400 BLOCK BUSTLETON AV,Thefts
202102001844,2021-01-13,20:05:00,7400 BLOCK BUSTLETON AVE,Thefts
202102001813,2021-01-13,15:55:00,7400 BLOCK BUSTLETON AVE,Thefts
202102001804,2021-01-13,14:08:00,7400 BLOCK BUSTLETON AV,Thefts
202102001798,2021-01-13,13:20:15,7400 BLOCK BUSTLETON AV,Thefts
202102001801,2021-01-13,13:46:16,7400 BLOCK BUSTLETON AV,Thefts
202108002461,2021-01-25,15:32:25,2500 BLOCK GRANT AV,Thefts
202125005191,2021-01-25,14:29:04,2700 BLOCK N 5TH ST,Aggravated Assault Firearm
202139001794,2021-01-11,14:00:05,4400 BLOCK N BROAD ST,Thefts
202118004890,2021-01-25,16:09:00,S 55TH ST  /  CATHARINE ST,Thefts
202124005047,2021-01-21,20:53:47,2700 BLOCK CASTOR AV,Thefts
202124004983,2021-01-21,17:08:00,2700 BLOCK CASTOR AV,Thefts
202112005379,2021-01-25,04:12:41,9000 BLOCK TINICUM BLVD,Rape
202115010694,2021-02-12,20:52:49,1500 BLOCK DEAL ST,Other Assaults
202118008750,2021-02-15,20:41:57,5700 BLOCK ADDISON ST,Other Assaults
202139004552,2021-01-26,14:38:15,1600 BLOCK W ALLEGHENY AV,Burglary Residential
202112013899,2021-02-27,09:23:13,7200 BLOCK ELMWOOD AV,Narcotic / Drug Law Violations
202126002732,2021-01-25,10:37:59,2100 BLOCK N MARSHALL ST,Theft from Vehicle
202124016664,2021-03-14,12:35:38,2700 BLOCK CASTOR AV,Thefts
202119001733,2021-01-10,13:39:38,5800 BLOCK FILBERT ST,Rape
202106006704,2021-02-18,17:50:00,1200 BLOCK RACE ST,Thefts
202107020139,2021-09-01,15:01:00,BUSTLETON AV & KELVIN AV ,Aggravated Assault No Firearm
202118005805,2021-01-30,01:52:00,600 BLOCK S 51ST ST,Vandalism/Criminal Mischief
202106008174,2021-03-01,09:53:55,700 BLOCK MARKET ST,Thefts
202124007203,2021-01-30,18:46:52,1900 BLOCK E VENANGO ST,Narcotic / Drug Law Violations
202135003670,2021-01-14,20:48:00,5800 BLOCK N 2ND ST,Thefts
202115003443,2021-01-14,13:54:00,FRANKFORD AV  /  E CHELTENHAM AV,Theft from Vehicle
202102000098,2021-01-01,15:25:28,1300 BLOCK HALE ST,Thefts
202115030392,2021-04-28,22:43:00,5800 BLOCK ERDRICK ST,Theft from Vehicle
202135061739,2021-09-10,09:07:00,100 BLOCK E GODFREY AV,Burglary Residential
202101006476,2021-04-18,14:40:00,2200 BLOCK OREGON AV,Thefts
202126001056,2021-01-10,22:15:46,2500 BLOCK ARAMINGO AV,Burglary Non-Residential
202119014118,2021-03-13,13:41:34,1100 BLOCK MARLYN RD,Other Assaults
202135008219,2021-02-02,11:40:13,1100 BLOCK WINDRIM AV,Weapon Violations
202126010061,2021-03-29,11:03:57,2400 BLOCK N LEITHGOW ST,Theft from Vehicle
202122005314,2021-01-27,00:51:00,1900 BLOCK INGERSOLL ST A,Other Assaults
202118019482,2021-04-09,18:42:00,5900 BLOCK DELANCEY ST,Vandalism/Criminal Mischief
202124007179,2021-01-30,17:01:00,2700 BLOCK BOUDINOT ST,All Other Offenses
202114002334,2021-01-14,18:16:52,1600 BLOCK WADSWORTH AV,Thefts
202119015645,2021-03-20,16:47:00,1800 BLOCK N 52ND ST,Motor Vehicle Theft
202103018045,2021-04-21,10:21:00,1000 BLOCK MERCY ST,Vandalism/Criminal Mischief
202115008251,2021-02-02,16:30:00,3100 BLOCK COTTMAN AVE,Fraud
202103017426,2021-04-17,11:56:00,2000 BLOCK S 7TH ST,Weapon Violations
202109007657,2021-03-19,07:55:00,N 15TH ST  /  RACE ST,All Other Offenses
202139053689,2021-10-07,12:59:00,5400 BLOCK WAYNE AV,Motor Vehicle Theft
202126008885,2021-03-20,23:01:00,2000 BLOCK E LETTERLY ST,Motor Vehicle Theft
202119017661,2021-03-29,16:51:07,500 BLOCK N 65TH ST,Thefts
202139005329,2021-01-30,10:34:00,2500 BLOCK W SILVER ST,All Other Offenses
202139010276,2021-02-27,01:47:37,4400 BLOCK N COLORADO ST,Vandalism/Criminal Mischief
202102001485,2021-01-11,15:38:00,600 BLOCK FOULKROD ST,Thefts
202112024659,2021-04-09,17:43:00,7100 BLOCK THEODORE ST,Vandalism/Criminal Mischief
202177005156,2021-10-12,09:10:00,0 BLOCK PIA WAY,Thefts
202115025642,2021-04-10,23:47:00,4800 BLOCK HOWELL ST,Vandalism/Criminal Mischief
202112014001,2021-02-27,15:24:04,5400 BLOCK WOODLAND AVE,Other Assaults
202107009403,2021-04-22,20:48:00,8200 BLOCK ROCKWELL AV,Motor Vehicle Theft
202116006375,2021-02-23,17:53:32,800 BLOCK N 40TH ST,Narcotic / Drug Law Violations
202109009497,2021-04-02,18:59:00,100 BLOCK S 18TH ST,All Other Offenses
202107009404,2021-04-22,21:10:00,8200 BLOCK ROCKWELL AV,Motor Vehicle Theft
202112017427,2021-03-13,12:54:24,6100 BLOCK HARLEY AVE,Fraud
202126001025,2021-01-10,16:50:00,2500 BLOCK E HAGERT ST,Thefts
202112024026,2021-04-07,12:13:00,2100 BLOCK S 67th St,Theft from Vehicle
202135019199,2021-03-13,15:45:52,600 BLOCK ELKINS AV,Other Assaults
202102014712,2021-04-11,12:36:00,7400 BLOCK BUSTLETON AV,Thefts
202135008271,2021-02-02,17:03:00,6600 BLOCK N SMEDLEY ST,Other Assaults
202125005163,2021-01-25,12:58:00,3400 BLOCK N BROAD ST,Thefts
202135017846,2021-03-09,08:53:57,6000 BLOCK E WISTER ST,All Other Offenses
202115012741,2021-02-22,11:22:00,6300 BLOCK FRANKFORD AV,All Other Offenses
202114005691,2021-02-03,07:31:40,6800 BLOCK CHEW AV,Fraud
202114008422,2021-02-16,14:13:00,6300 BLOCK MAGNOLIA ST,All Other Offenses
202101004433,2021-03-16,17:58:28,2100 BLOCK S 24TH ST,Burglary Non-Residential
202135017648,2021-03-08,14:37:00,5600 BLOCK N BROAD ST,All Other Offenses
202118002557,2021-01-13,21:39:23,S 54TH ST  /  CATHARINE ST,Robbery Firearm
202118006520,2021-02-03,23:29:00,4000 BLOCK WALNUT ST,All Other Offenses
202106014186,2021-04-11,12:18:00,400 BLOCK SPRING GARDEN ST,Thefts
202102017019,2021-04-26,23:15:00,7200 BLOCK KINDRED ST,Other Assaults
202105003386,2021-03-17,15:56:16,100 BLOCK SALAIGNAC ST,Vandalism/Criminal Mischief
202119013311,2021-03-09,19:11:13,6200 BLOCK LANSDOWNE AV,All Other Offenses
202118015860,2021-03-23,21:25:00,S 58TH ST  /  HAZEL AV,Aggravated Assault Firearm
202108008263,2021-03-19,18:05:59,1400 BLOCK FRANKLIN MIL,Other Assaults
202102001978,2021-01-14,19:02:00,7400 BLOCK BUSTLETON AVE,Thefts
202102001964,2021-01-14,17:04:24,7400 BLOCK BUSTLETON AV,Thefts
202116010428,2021-03-25,02:51:17,4700 BLOCK PARRISH ST,Fraud
202114007913,2021-02-14,12:29:16,5300 BLOCK CHEW AV,Aggravated Assault No Firearm
202125019991,2021-04-03,23:43:00,3400 BLOCK N BROAD ST,Aggravated Assault Firearm
202125020758,2021-04-07,17:22:00,3400 BLOCK N BROAD ST,Thefts
202135020445,2021-03-17,18:26:53,300 BLOCK W CHEW AV,Narcotic / Drug Law Violations
202126009102,2021-03-22,12:20:00,2600 BLOCK KENSINGTON AV,All Other Offenses
202135021527,2021-03-21,16:42:00,5900 BLOCK A ST 2,Other Assaults
202124022501,2021-04-07,16:43:00,3100 BLOCK B ST,Aggravated Assault Firearm
202135015185,2021-02-27,17:35:20,100 BLOCK E GODFREY AV,Vandalism/Criminal Mischief
202108001184,2021-01-13,10:15:53,9200 BLOCK FRANKFORD AV,Thefts
202102010666,2021-03-16,18:06:36,7400 BLOCK BUSTLETON AV,Thefts
202125005316,2021-01-26,01:25:02,1000 BLOCK W INDIANA AVE,Robbery Firearm
202102010667,2021-03-16,18:24:55,7400 BLOCK BUSTLETON AV,Thefts
202119006228,2021-02-03,16:29:41,100 BLOCK N 52ND ST,All Other Offenses
202114003129,2021-01-19,12:50:00,STENTON AV  /  E JOHNSON ST,Theft from Vehicle
202122019714,2021-04-05,19:41:00,2800 BLOCK W HUNTINGDON ST,Vandalism/Criminal Mischief
202126011778,2021-04-11,05:56:00,2100 BLOCK E LETTERLY ST,Burglary Residential
202108008022,2021-03-17,17:56:25,8100 BLOCK FRANKFORD AV,Other Assaults
202114013580,2021-03-15,08:51:00,8400 BLOCK WILLIAMS AVE,All Other Offenses
202105004792,2021-04-15,12:21:00,4100 BLOCK APPLE ST,Other Assaults
202118004915,2021-01-25,18:07:21,4900 BLOCK CATHARINE ST,Aggravated Assault Firearm
202125020022,2021-04-04,08:31:00,3000 BLOCK N 4TH ST,Narcotic / Drug Law Violations
202106015722,2021-04-22,12:25:00,400 BLOCK FAIRMOUNT AV,Motor Vehicle Theft
202106000065,2021-01-01,14:45:56,1100 BLOCK CHESTNUT ST,Thefts
202106000081,2021-01-01,17:10:00,1100 BLOCK CHESTNUT ST,Thefts
202106000048,2021-01-01,12:00:49,1100 BLOCK CHESTNUT ST,Thefts
202122016336,2021-03-22,00:38:25,1600 BLOCK W NORRIS ST,All Other Offenses
202135008504,2021-02-03,14:10:26,1900 BLOCK W GODFREY AV,Other Assaults
202122006427,2021-02-02,16:14:00,1900 BLOCK N PATTON ST,All Other Offenses
202122010016,2021-02-21,06:53:00,1900 BLOCK N 19TH ST,Theft from Vehicle
202115017675,2021-03-13,17:37:00,3000 BLOCK KNORR ST,All Other Offenses
202122014389,2021-03-12,18:47:04,1300 BLOCK W LEHIGH AV,Thefts
202139009384,2021-02-23,10:15:08,1400 BLOCK W ERIE AV,Narcotic / Drug Law Violations
202125015775,2021-03-16,13:15:47,100 BLOCK W TIOGA ST,Aggravated Assault No Firearm
202118002776,2021-01-14,21:47:00,4900 BLOCK SANSOM ST,Robbery Firearm
202125018781,2021-03-29,20:34:51,1200 BLOCK W ERIE AV,Aggravated Assault No Firearm
202115025106,2021-04-09,01:58:00,7200 BLOCK CHARLES ST,Other Assaults
202114002141,2021-01-13,15:22:30,100 BLOCK W DURHAM ST,Burglary Residential
202126013934,2021-04-28,12:46:00,1000 BLOCK FRANKFORD AV,Theft from Vehicle
202126002723,2021-01-25,09:07:00,2700 BLOCK E CUMBERLAND ST,Theft from Vehicle
202119004631,2021-01-25,21:54:57,6200 BLOCK MEDIA ST,Aggravated Assault Firearm
202119004629,2021-01-25,21:19:06,6200 BLOCK MEDIA ST,Aggravated Assault Firearm
202103011955,2021-03-16,18:09:49,2100 BLOCK S CHRISTOPHER COLUMBUS BLVD,Thefts
202116008348,2021-03-09,20:43:18,3900 BLOCK LANCASTER AV,Narcotic / Drug Law Violations
202119008329,2021-02-14,08:49:59,1500 BLOCK N 52ND ST,Robbery No Firearm
202125011154,2021-02-23,19:44:00,200 BLOCK E MENTOR ST,Vandalism/Criminal Mischief
202124026566,2021-04-24,22:00:00,2800 BLOCK KENSINGTON AV,Robbery Firearm
202135021288,2021-03-20,17:34:00,5700 BLOCK N WOODSTOCK ST,Motor Vehicle Theft
202109011097,2021-04-17,14:49:00,2000 BLOCK SPRUCE ST,Thefts
202105003209,2021-03-13,08:10:12,6100 BLOCK LAWNTON ST,Vandalism/Criminal Mischief
202118018306,2021-04-03,23:32:00,5800 BLOCK RODMAN ST,Vandalism/Criminal Mischief
202107001905,2021-01-25,13:50:21,900 BLOCK RED LION RD,Thefts
202118013744,2021-03-13,17:20:00,6200 BLOCK LUDLOW ST,Other Assaults
202106010166,2021-03-14,16:13:00,500 BLOCK SPRING GARDEN ST,Thefts
202126010613,2021-04-02,15:00:00,1900 BLOCK E HAZZARD ST,All Other Offenses
202118013762,2021-03-13,17:52:29,4600 BLOCK WALNUT ST,Burglary Non-Residential
202106010129,2021-03-14,09:52:10,500 BLOCK SPRING GARDEN ST,Thefts
202122008320,2021-02-12,07:52:22,2600 BLOCK NORRIS CT,Weapon Violations
202119013258,2021-03-09,13:57:25,6400 BLOCK W GIRARD AV,Other Assaults
202103001426,2021-01-10,15:14:00,2200 BLOCK S CHRISTOPHER COLUMBUS BOULEVARD,Theft from Vehicle
202103001588,2021-01-11,14:34:00,2300 BLOCK S CHRISTOPHER COLUMBUS BLVD,Robbery Firearm
202107002757,2021-02-03,22:55:00,700 BLOCK RHAWN ST,All Other Offenses
202107002758,2021-02-03,22:55:00,700 BLOCK RHAWN ST,All Other Offenses
202101005471,2021-04-01,20:55:00,2000 BLOCK PENROSE AV,Other Assaults
202135025175,2021-04-05,09:42:00,200 BLOCK CLAREMONT RD,Vandalism/Criminal Mischief
202135027908,2021-04-16,14:59:00,5600 BLOCK N PARK AV,Thefts
202135002569,2021-01-10,22:07:46,6200 BLOCK N BROAD ST,Robbery No Firearm
202122014684,2021-03-13,21:24:00,1500 BLOCK N BROAD ST,Thefts
202102000189,2021-01-02,13:34:48,7400 BLOCK BUSTLETON AV,Thefts
202102000227,2021-01-02,19:10:23,7400 BLOCK BUSTLETON AV,Thefts
202102000228,2021-01-02,19:10:29,7400 BLOCK BUSTLETON AV,Thefts
202102000229,2021-01-02,19:10:48,7400 BLOCK BUSTLETON AV,Thefts
202102000230,2021-01-02,19:10:56,7400 BLOCK BUSTLETON AV,Thefts
202112019071,2021-03-19,16:54:11,5800 BLOCK KINGSESSING AV,Narcotic / Drug Law Violations
202112019102,2021-03-19,18:40:00,5800 BLOCK KINGSESSING AVE,All Other Offenses
202102002945,2021-01-21,23:26:56,5800 BLOCK OXFORD AV,Robbery Firearm
202112047264,2021-07-15,18:35:00,5200 BLOCK Woodland Ave,Aggravated Assault No Firearm
202112029094,2021-04-28,15:46:00,8100 BLOCK SUFFOLK AV,Robbery No Firearm
202112012535,2021-02-22,03:31:31,1200 BLOCK S PEACH ST,All Other Offenses
202135050522,2021-07-18,18:13:00,800 BLOCK W OLNEY AV,Aggravated Assault No Firearm
202112012612,2021-02-22,13:24:43,6800 BLOCK ESSINGTON AVE,Fraud
202115019089,2021-03-19,09:45:28,1200 BLOCK SANGER ST,Fraud
202107009191,2021-04-20,13:38:00,1200 BLOCK BYBERRY RD,Burglary Non-Residential
202139004386,2021-01-25,12:38:18,3300 BLOCK N 15TH ST,Robbery No Firearm
202106006409,2021-02-16,14:16:58,700 BLOCK PINE ST,Other Assaults
202135015364,2021-02-28,11:15:00,4900 BLOCK STENTON AVE,Thefts
202107006147,2021-03-14,13:33:50,10000 BLOCK BUSTLETON AV,Thefts
202115019722,2021-03-21,14:37:15,6100 BLOCK MULBERRY ST,Narcotic / Drug Law Violations
202118002682,2021-01-14,14:53:22,3400 BLOCK SPRUCE ST,Thefts
202116006174,2021-02-21,19:15:53,N 30TH ST  /  MARKET ST,Thefts
202102007222,2021-02-21,19:09:00,7400 BLOCK BUSTLETON AV,Thefts
202122008325,2021-02-12,08:50:20,1900 BLOCK W BERKS ST,Other Assaults
202135015447,2021-02-28,19:28:01,1300 BLOCK WINDRIM AV,Thefts
202135003471,2021-01-14,08:46:00,5300 BLOCK MASCHER ST,Theft from Vehicle
202135015690,2021-03-01,17:11:21,1300 BLOCK WINDRIM AV,Thefts
202119000154,2021-01-02,03:31:00,BELMONT AV  /  W GIRARD AV,Theft from Vehicle
202107004389,2021-02-22,14:47:02,2200 BLOCK STRAHLE ST,Vandalism/Criminal Mischief
202139002485,2021-01-14,19:57:30,2100 BLOCK W LEHIGH AV,Thefts
202139019696,2021-04-14,21:31:00,3700 BLOCK N 17TH ST,Weapon Violations
202108000111,2021-01-02,12:28:04,2300 BLOCK WELSH RD,Thefts
202122016568,2021-03-23,08:06:00,1200 BLOCK N 15TH ST,Theft from Vehicle
202103009440,2021-03-01,19:10:04,1800 BLOCK S CHRISTOPHER COLUMBUS BLVD,Thefts
202103006301,2021-02-10,01:30:11,1000 BLOCK E MOYAMENSING AV,Other Assaults
202112011763,2021-02-18,09:35:05,6700 BLOCK WOODLAND AV,Thefts
202114002326,2021-01-14,17:49:17,ANDERSON ST  /  E WISTER ST,Thefts
202124025726,2021-04-21,00:59:00,3100 BLOCK F ST,Robbery Firearm
202107004427,2021-02-23,00:39:00,400 BLOCK KISMET RD,All Other Offenses
202118000205,2021-01-02,12:34:46,3900 BLOCK WALNUT ST,Thefts
202118000296,2021-01-02,21:04:00,3900 BLOCK WALNUT ST,Thefts
202124015328,2021-03-09,09:28:53,800 BLOCK E ALLEGHENY AV,Narcotic / Drug Law Violations
202125001922,2021-01-10,07:01:00,4300 BLOCK N MARSHALL ST,Theft from Vehicle
202125015776,2021-03-16,13:15:51,100 BLOCK W TIOGA ST,Aggravated Assault No Firearm
202124012935,2021-02-26,23:30:22,800 BLOCK E ALLEGHENY AV,DRIVING UNDER THE INFLUENCE
202124003286,2021-01-14,16:22:36,C ST  /  E CAMBRIA ST,Theft from Vehicle
202103012030,2021-03-17,09:21:10,3100 BLOCK S 13TH ST,Vandalism/Criminal Mischief
202109006475,2021-03-09,10:34:00,1500 BLOCK VINE ST,All Other Offenses
202115003343,2021-01-14,03:12:00,7200 BLOCK E ROOSEVELT BLVD,Thefts
202126008806,2021-03-20,12:08:00,900 BLOCK FRANKFORD AVE 202,Motor Vehicle Theft
202135015303,2021-02-28,02:08:25,1500 BLOCK WIDENER PL,Burglary Residential
202116012112,2021-04-07,15:22:00,3900 BLOCK MARKET ST,Thefts
202115019323,2021-03-20,00:33:45,5100 BLOCK SAUL ST,DRIVING UNDER THE INFLUENCE
202125009554,2021-02-15,07:34:33,3300 BLOCK KIP ST,Vandalism/Criminal Mischief
202103001939,2021-01-13,19:35:00,0 BLOCK SNYDER AV,Thefts
202139013605,2021-03-16,12:19:04,2100 BLOCK W LEHIGH AV,Thefts
202119008718,2021-02-16,10:35:37,5700 BLOCK STEWART ST,Other Assaults
202135028114,2021-04-17,16:46:00,6000 BLOCK N BROAD ST 12,Aggravated Assault No Firearm
202112010378,2021-02-12,21:31:59,5600 BLOCK BEAUMONT ST,Other Assaults
202106010165,2021-03-14,16:28:34,1300 BLOCK ARCH ST,Theft from Vehicle
202122015092,2021-03-16,01:20:17,2400 BLOCK CECIL B MOORE AV,Burglary Residential
202118013443,2021-03-12,15:31:48,5800 BLOCK CHESTNUT ST,Robbery Firearm
202125000292,2021-01-02,13:57:53,4500 BLOCK N 5TH ST,Thefts
202125002004,2021-01-10,17:13:32,4400 BLOCK N 5TH ST,Thefts
202122005068,2021-01-25,18:20:00,900 BLOCK N BROAD ST,Thefts
202114019696,2021-04-16,15:53:00,1300 BLOCK BARRINGER ST,Theft from Vehicle
202105001061,2021-01-25,21:34:00,400 BLOCK DOMINO LA 2,Theft from Vehicle
202115012613,2021-02-21,18:58:43,4900 BLOCK WHITAKER AV,Aggravated Assault Firearm
202122004231,2021-01-21,15:35:26,N 30TH ST  /  MASTER ST,Aggravated Assault Firearm
202115012625,2021-02-21,20:27:55,4900 BLOCK WHITAKER AV,Aggravated Assault Firearm
202115012630,2021-02-21,20:52:09,4900 BLOCK WHITAKER AV,Aggravated Assault Firearm
202135010815,2021-02-12,10:09:00,5700 BLOCK N PARK AV,All Other Offenses
202115012631,2021-02-21,20:52:29,4900 BLOCK WHITAKER AV,Aggravated Assault Firearm
202109002323,2021-01-25,19:04:00,1500 BLOCK SPRUCE ST,Thefts
202124016198,2021-03-12,13:17:15,1800 BLOCK E ALLEGHENY AV,Robbery Firearm
202107003737,2021-02-14,07:26:55,13600 BLOCK PHILMONT AV,Aggravated Assault No Firearm
202124025799,2021-04-21,12:57:00,2800 BLOCK HELEN ST,All Other Offenses
202112018436,2021-03-17,06:30:17,6900 BLOCK LINMORE AV,All Other Offenses
202177004622,2021-09-13,21:33:00,PIA TOWER @ 1 PIA WAY ,Thefts
202106028783,2021-07-18,09:23:00,400 BLOCK SPRING GARDEN ST,Thefts
202106028816,2021-07-18,15:53:00,400 BLOCK SPRING GARDEN ST,Thefts
202124058460,2021-09-01,12:36:00,1800 BLOCK E ALLEGHENY AV,Thefts
202125020197,2021-04-05,07:33:00,200 BLOCK W MENTOR ST,Vandalism/Criminal Mischief
202115027735,2021-04-19,01:35:00,4900 BLOCK Duffield St,Aggravated Assault No Firearm
202126012734,2021-04-18,18:24:00,1500 BLOCK N Howard St,Theft from Vehicle
202114013294,2021-03-13,10:46:00,8300 BLOCK THOURON AVE,Other Assaults
202116014117,2021-04-24,15:50:00,3000 BLOCK Market St,Aggravated Assault No Firearm
202108008654,2021-03-22,12:22:00,12500 BLOCK DEERRUN PL,Vandalism/Criminal Mischief
202105001089,2021-01-26,14:04:00,400 BLOCK DOMINO LA,Thefts
202117004518,2021-02-21,12:59:00,2500 BLOCK WHARTON ST,Thefts
202139009385,2021-02-23,10:16:00,2800 BLOCK N 22ND ST,Vandalism/Criminal Mischief
202124013109,2021-02-27,18:19:00,2200 BLOCK WHEATSHEAF,Arson
202103009361,2021-03-01,10:05:00,0 BLOCK SNYDER AVE,Thefts
202106012350,2021-03-29,16:59:12,300 BLOCK S 5TH ST,Thefts
202112002185,2021-01-11,09:29:00,8600 BLOCK BARTRAM AV,Thefts
202102010765,2021-03-17,13:51:00,6600 BLOCK CASTOR AVE,Vandalism/Criminal Mischief
202114013114,2021-03-12,12:32:06,7100 BLOCK MOUNT PLEASANT PL,Other Sex Offenses (Not Commercialized)
202122010025,2021-02-21,09:50:00,1300 BLOCK W LEHIGH AV,Thefts
202125008935,2021-02-12,11:02:53,3300 BLOCK N LAWRENCE ST,Fraud
202118013983,2021-03-14,19:58:00,4700 BLOCK LOCUST ST,Theft from Vehicle
202119003788,2021-01-21,13:02:00,4000 BLOCK MONUMENT RD,Thefts
202108008933,2021-03-25,00:46:36,8000 BLOCK STATE RD,Aggravated Assault No Firearm
202124015487,2021-03-09,19:34:26,400 BLOCK E SOMERSET ST,Other Assaults
202103011213,2021-03-12,09:25:00,1300 BLOCK CATHARINE ST,Theft from Vehicle
202115002456,2021-01-10,21:18:51,6500 BLOCK HARBISON AV,Thefts
202122005050,2021-01-25,16:36:00,N 29TH ST  /  W DAUPHIN ST,Theft from Vehicle
202126000986,2021-01-10,08:31:17,100 BLOCK W GIRARD AV,Burglary Non-Residential
202118005785,2021-01-30,00:08:00,4500 BLOCK MARKET ST,All Other Offenses
202105000033,2021-01-01,16:27:00,5900 BLOCK RIDGE AV,Thefts
202118005786,2021-01-30,00:08:00,4500 BLOCK MARKET ST,All Other Offenses
202118005787,2021-01-30,00:08:00,4500 BLOCK MARKET ST,All Other Offenses
202103003897,2021-01-25,12:23:00,2500 BLOCK S CHRISTOPHER COLUMBUS BLVD,Burglary Non-Residential
202109005615,2021-02-28,13:46:00,2000 BLOCK MARKET ST,Thefts
202109005715,2021-03-01,16:14:37,2000 BLOCK MARKET ST,Thefts
202105003016,2021-03-09,13:10:11,700 BLOCK MANATAWNA AV,Other Assaults
202102006876,2021-02-18,20:09:56,600 BLOCK GARLAND ST,Robbery No Firearm
202108013106,2021-04-29,11:52:00,ANNAPOLIS RD & CONVENT AV ,DRIVING UNDER THE INFLUENCE
202139013854,2021-03-17,12:39:00,3400 BLOCK N SMEDLEY ST,All Other Offenses
202139013856,2021-03-17,13:10:49,3400 BLOCK N SMEDLEY ST,Fraud
202119000077,2021-01-01,11:15:00,1500 BLOCK N 50TH ST,Thefts
202106006087,2021-02-14,12:42:00,1100 BLOCK CHESTNUT ST A,Thefts
202135006470,2021-01-25,21:33:00,1300 BLOCK WINDRIM AV,Thefts
202135006409,2021-01-25,17:34:46,1300 BLOCK WINDRIM AV,Thefts
202116001137,2021-01-11,08:36:07,4000 BLOCK LANCASTER AV,Thefts
202122020060,2021-04-07,12:27:00,1900 BLOCK W YORK ST,Aggravated Assault Firearm
202122002491,2021-01-13,13:30:02,2100 BLOCK N 20TH ST,Burglary Residential
202103015686,2021-04-07,02:14:00,1400 BLOCK S 10TH ST,Thefts
202119009982,2021-02-22,12:04:29,5000 BLOCK W GIRARD AV,Other Assaults
202135003669,2021-01-14,21:02:31,6700 BLOCK N 20TH ST,Aggravated Assault Firearm
202108003377,2021-02-02,21:43:00,12600 BLOCK MEDFORD RD,Vandalism/Criminal Mischief
202126012709,2021-04-18,13:48:00,1600 BLOCK N HOWARD ST,Theft from Vehicle
202106001592,2021-01-13,15:41:55,1300 BLOCK MARKET ST,Thefts
202106006083,2021-02-14,11:53:20,1000 BLOCK MARKET ST,Thefts
202106006141,2021-02-14,20:15:00,1000 BLOCK MARKET ST,Thefts
202124010679,2021-02-15,19:35:01,3200 BLOCK ARAMINGO AV,Vandalism/Criminal Mischief
202109000953,2021-01-11,12:42:46,2000 BLOCK PENNSYLVANIA AV,Thefts
202109000952,2021-01-11,13:03:56,2000 BLOCK PENNSYLVANIA AV,Thefts
202109000943,2021-01-11,11:16:00,2000 BLOCK PENNSYLVANIA AV,Thefts
202135017954,2021-03-09,15:47:41,4800 BLOCK N BROAD ST,Narcotic / Drug Law Violations
202112011225,2021-02-16,11:20:00,5600 BLOCK THOMAS AVE,Vandalism/Criminal Mischief
202112011359,2021-02-16,18:43:55,5600 BLOCK THOMAS AV,Arson
202116000075,2021-01-01,13:05:13,4000 BLOCK LANCASTER AV,Thefts
202135003547,2021-01-14,12:31:26,6400 BLOCK N 20TH ST,Robbery Firearm
202122022676,2021-04-19,16:36:00,2500 BLOCK N NEWKIRK ST,All Other Offenses
202109001274,2021-01-14,17:27:00,1700 BLOCK CHESTNUT ST,Thefts
202122022677,2021-04-19,16:48:00,2500 BLOCK N NEWKIRK ST,Other Assaults
202124000419,2021-01-02,21:24:00,4100 BLOCK G ST,Thefts
202114020513,2021-04-21,15:25:00,1300 BLOCK E JOHNSON ST,All Other Offenses
202118018383,2021-04-04,15:54:00,5100 BLOCK CATHARINE ST,Other Assaults
202112017431,2021-03-13,12:47:57,6400 BLOCK BUIST AV,Weapon Violations
202122005952,2021-01-30,11:59:00,1800 BLOCK N GRATZ ST,Vandalism/Criminal Mischief
202135028390,2021-04-18,23:42:00,1400 BLOCK CONLYN ST,Aggravated Assault Firearm
